symbol,compound,compound_label,direction,phase,layer
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/54445,castanospermine_54445.0,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/54656566,SA-1473405,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/54666542,SA-1922006,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/54676535,SCANDENIN_54676535,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/54677407,Robustic-acid,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/5475,tilorone_5475,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/56052,ractopamine,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/5701990,testosterone-propionate,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/57697,Pemirolast,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/60186978,SA-1938219,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6477,acedapsone,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/65999,Telmisartan_65999,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6604858,(R)-Phenyl-[(2-phenyl-quinoline-4-carbonyl)-amino]-acetic acid methyl ester_6604858,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6604931,SID11114269_6604931,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6610303,U-74389F,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/66377,edoxudine,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/66490,NCI-16221,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6708573,oleanolic-acid,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6708725,Gedunin,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6760,SID11112222_6760,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6918554,"8-Hydroxy-5-[(R)-1-hydroxy-2-(5,6-diethylindan-2-ylamino)-ethyl]-1H-quinolin-2-one_6918554",positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/6918852,R547_6918852,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/7184,butylparaben_7184.0,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/7184,SID11112246_7184,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/73707462,Alfadolone,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/73707476,Pivampicillin,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/73707600,APEC,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/8215,AGP-103,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/8215,behenic acid_8215.0,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/93504,Levcromakalim,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/941650,Thiothixene,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/9829526,Siramesine_9829526,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/9850876,SR-33805,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/9871074,Talmapimod_9871074,positively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/9903757,BAY 367620_9903757,negatively regulates,,probe/bioactivity
AQP1,https://pubchem.ncbi.nlm.nih.gov/compound/9911463,"(2,3-dichlorophenyl)(5-methoxy-2-methyl-3-(2-morpholinoethyl)-1H-indol-1-yl)methanone_9911463",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/10131112,"5-Chloro-2-methyl-3-(1,2,3,6-tetrahydro-pyridin-4-yl)-1H-indole_10131112",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/10252734,"1-(2,4-dichlorophenyl)-6-methyl-N-(piperidin-1-yl)-1,4-dihydroindeno[1,2-c]pyrazole-3-carboxamide_10252734",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/1043828,ST-4066738,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/10620479,BML-278,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/11201705,"Acetic acid 2-[4-methyl-8-(morpholine-4-sulfonyl)-1,3-dioxo-1,3-dihydro-pyrrolo[3,4-c]quinolin-2-yl]-ethyl ester_11201705",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/11438771,"2-chloro-4-((1-(4-fluorophenyl)-2,5-dimethyl-1H-imidazol-4-yl)ethynyl)pyridine_11438771",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/11715767,SID103905167_11715767,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/1258678,ST-014075,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/130325,SA-792709,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/13711,deoxycytidine_13711.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/13711,torcitabine,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/1547484,Cinnarizine_1547484,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/1547484,cinnarizine_1547484.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/15592,1-methylisoquinoline,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/16046239,"(+/-)-(4-bromo-3,6-dimethoxybenzocyclobuten-1-yl)methylamine_16046239",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2333,SID11110651_2333,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/23727689,almorexant_23727689,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/23817954,josamycin,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/244,benzyl alcohol_244.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/244,benzyl-alcohol,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/24747210,PSH-027,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/25151504,Cobicistat_25151504,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2519,caffeine_2519,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2519,caffeine_2519.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/27200,Thiamphenicol,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/27200,thiamphenicol_27200.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2765,"2-(2-Cyclopropyl-phenoxymethyl)-4,5-dihydro-1H-imidazole_2765",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2895,Cyclobenzaprine,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/2895,cyclobenzaprine_2895.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3034034,(6-Methoxy-quinolin-4-yl)-(5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol_3034034,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3034034,quinine_3034034.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/311434,"1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-methylisoxazol-3-yl)urea_311434",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3177,SID11114082_3177,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3248571,4-iodo-N-(4-methoxy-3-(4-methylpiperazin-1-yl)phenyl)benzenesulfonamide_3248571,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/328236,heraclenol,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3386873,AH-11110,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3742,ioxaglic-acid,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/3936,liranaftate,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/441314,miglitol_441314,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/441314,miglitol_441314.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/442793,gingerol,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/442793,gingerol_442793.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/444795,tretinoin_444795,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/444795,tretinoin_444795.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/44483939,SA-1944378,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/44505045,SA-419050,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/44620657,SA-424233,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/449171,"(2E,4E,6Z,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8-tetraenoic acid_449171",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/449196,androstanol_449196,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/45489447,VU-0415555-1,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/460612,melphalan,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/460612,melphalan_460612.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/4673492,ZD-7155,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/46869940,N-(4-(2-chlorobenzamido)-3-methoxyphenyl)picolinamide_46869940,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/4781,Phenylbutazone_4781,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/49843020,CAM-9-021,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/50997747,"4-(6-(4-isopropoxyphenyl)pyrazolo[1,5-a]pyrimidin-3-yl)quinoline_50997747",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5153532,BG-1021,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5191289,Ro-60-0175,negatively regulates,,probe/bioactivity
