dLabel,compound,cName,cType,status,approval
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL52440,,http://schema.org/Drug,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314576,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314576,,http://schema.org/Drug,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314620,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314772,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314924,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314959,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5314966,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL54,,http://purl.obolibrary.org/obo/NCIT_C43366,,1967.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL54,,http://schema.org/Drug,,1967.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL542541,,http://purl.obolibrary.org/obo/NCIT_C43366,,1953.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL542541,,http://schema.org/Drug,,1953.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL547,,http://purl.obolibrary.org/obo/NCIT_C43366,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL547,,http://schema.org/Drug,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL55643,,http://purl.obolibrary.org/obo/NCIT_C43366,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL55643,,http://schema.org/Drug,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL559478,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL566752,,http://purl.obolibrary.org/obo/NCIT_C43366,,2014.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL566752,,http://schema.org/Drug,,2014.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL569713,,http://purl.obolibrary.org/obo/NCIT_C43366,,1979.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL569713,,http://schema.org/Drug,,1979.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL579205,,http://purl.obolibrary.org/obo/NCIT_C43366,,2013.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL579205,,http://schema.org/Drug,,2013.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL580,,http://purl.obolibrary.org/obo/NCIT_C43366,,1977.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL580,,http://schema.org/Drug,,1977.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL589390,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL589390,,http://schema.org/Drug,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL592868,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL592868,,http://schema.org/Drug,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL595,,http://purl.obolibrary.org/obo/NCIT_C43366,,1999.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL595,,http://schema.org/Drug,,1999.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5999955,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6,,http://purl.obolibrary.org/obo/NCIT_C43366,,1965.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6,,http://schema.org/Drug,,1965.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL600,,http://purl.obolibrary.org/obo/NCIT_C43366,,1963.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL600,,http://schema.org/Drug,,1963.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6068431,,http://purl.obolibrary.org/obo/NCIT_C43366,,2024.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6068431,,http://schema.org/Drug,,2024.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6068452,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6068503,,http://purl.obolibrary.org/obo/NCIT_C43366,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6068503,,http://schema.org/Drug,,
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL621,,http://purl.obolibrary.org/obo/NCIT_C43366,,1981.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL621,,http://schema.org/Drug,,1981.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL635,,http://purl.obolibrary.org/obo/NCIT_C43366,,1955.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL635,,http://schema.org/Drug,,1955.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL636,,http://purl.obolibrary.org/obo/NCIT_C43366,,1998.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL636,,http://schema.org/Drug,,1998.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL64391,,http://purl.obolibrary.org/obo/NCIT_C43366,,1992.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL64391,,http://schema.org/Drug,,1992.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL655,,http://purl.obolibrary.org/obo/NCIT_C43366,,1985.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL655,,http://schema.org/Drug,,1985.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL659,,http://purl.obolibrary.org/obo/NCIT_C43366,,2001.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL659,,http://schema.org/Drug,,2001.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL717,,http://purl.obolibrary.org/obo/NCIT_C43366,,1959.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL717,,http://schema.org/Drug,,1959.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL744,,http://purl.obolibrary.org/obo/NCIT_C43366,,1995.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL744,,http://schema.org/Drug,,1995.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL773,,http://purl.obolibrary.org/obo/NCIT_C43366,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL773,,http://schema.org/Drug,,1982.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL778,,http://purl.obolibrary.org/obo/NCIT_C43366,,1999.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL778,,http://schema.org/Drug,,1999.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL787,,http://purl.obolibrary.org/obo/NCIT_C43366,,1998.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL787,,http://schema.org/Drug,,1998.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL796,,http://purl.obolibrary.org/obo/NCIT_C43366,,1955.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL796,,http://schema.org/Drug,,1955.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL807,,http://purl.obolibrary.org/obo/NCIT_C43366,,2002.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL807,,http://schema.org/Drug,,2002.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL81,,http://purl.obolibrary.org/obo/NCIT_C43366,,1997.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL81,,http://schema.org/Drug,,1997.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL85,,http://purl.obolibrary.org/obo/NCIT_C43366,,1993.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL85,,http://schema.org/Drug,,1993.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL862,,http://purl.obolibrary.org/obo/NCIT_C43366,,1986.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL862,,http://schema.org/Drug,,1986.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL887,,http://purl.obolibrary.org/obo/NCIT_C43366,,2005.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL887,,http://schema.org/Drug,,2005.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL894,,http://purl.obolibrary.org/obo/NCIT_C43366,,1985.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL894,,http://schema.org/Drug,,1985.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL98,,http://purl.obolibrary.org/obo/NCIT_C43366,,2006.0
Alzheimer Disease,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL98,,http://schema.org/Drug,,2006.0
