entity_type,entity,entity_id,biotype,relationship,sources,n_sources,evidence_types,best_score,score_type,tissue_celltype,confidence_tier,notes
gene,BBS2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BBS4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BBS5,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BBS7,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BBS9,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BCAR1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BCL11A,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.17,PIGEAN/EAGGL_weight,,T3 medium,
gene,BCL2,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,BCL2L1,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,BCL2L11,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.55,PIGEAN/EAGGL_weight,,T3 medium,
gene,BCL7B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BDNF,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BEST1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BGLAP,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.71,PIGEAN/EAGGL_weight,,T3 medium,
gene,BHMT,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.87,PIGEAN/EAGGL_weight,,T3 medium,
gene,BLK,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BLM,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BMP2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BMP6,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BPTF,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.54,PIGEAN/EAGGL_weight,,T3 medium,
gene,BRAF,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,BRCA1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BRCA2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,BSCL2,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.68,PIGEAN/EAGGL_weight,,T3 medium,
gene,BUD23,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,C2CD4A,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,C2CD4B,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,C3,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CA4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CAPN10,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CARS1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CASP1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CASP3,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CASP8,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CASR,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.93,PIGEAN/EAGGL_weight,,T3 medium,
gene,CAT,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CAV1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CAVIN1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CBLB,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CBS,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CC2D2A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CCDC28B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CCDC92,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CCL2,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.73,PIGEAN/EAGGL_weight,,T3 medium,
gene,CCND1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.28,PIGEAN/EAGGL_weight,,T3 medium,
gene,CCND2,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,6.05,PIGEAN/EAGGL_weight,,T2 high,
gene,CCR5,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CD101,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.15,PIGEAN/EAGGL_weight,,T4 low,
gene,CD36,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CD38,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CD4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CD8A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CDC123,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.59,PIGEAN/EAGGL_weight,,T4 low,
gene,CDH23,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CDHR1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CDK8,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.93,PIGEAN/EAGGL_weight,,T3 medium,
gene,CDKAL1,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,6.55,PIGEAN/EAGGL_weight,,T2 high,
gene,CDKN1B,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.62,PIGEAN/EAGGL_weight,,T4 low,
gene,CDKN1C,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.72,PIGEAN/EAGGL_weight,,T4 low,
gene,CDKN2A,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,4.66,PIGEAN/EAGGL_weight,,T3 medium,
gene,CDKN2B,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.53,PIGEAN/EAGGL_weight,,T3 medium,
gene,CDKN2C,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.82,PIGEAN/EAGGL_weight,,T3 medium,
gene,CDO1,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CDON,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CEBPA,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,7.91,PIGEAN/EAGGL_weight,,T2 high,
gene,CEBPB,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,5.87,PIGEAN/EAGGL_weight,,T2 high,
gene,CEL,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CELA2A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CEP19,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CEP290,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CEP68,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.64,PIGEAN/EAGGL_weight,,T4 low,
gene,CERKL,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CETP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CFAP418,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CFTR,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CIDEC,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CISD2,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,CKB,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CKM,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CKMT1B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CKMT2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CLCNKB,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CLEC14A,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.5,PIGEAN/EAGGL_weight,,T4 low,
gene,CLEC16A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CLIP2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CLOCK,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.2,PIGEAN/EAGGL_weight,,T4 low,
gene,CLPS,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CLRN1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CMIP,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.62,PIGEAN/EAGGL_weight,,T3 medium,
gene,CNBP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CNGA1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CNGB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CNKSR2,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CNOT1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,COL1A1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.77,PIGEAN/EAGGL_weight,,T3 medium,
gene,COL2A1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CORIN,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,COX1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,COX2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,COX3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CPA1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CPE,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.66,PIGEAN/EAGGL_weight,,T3 medium,
gene,CPEB3,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.81,PIGEAN/EAGGL_weight,,T3 medium,
gene,CPT1A,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,CRB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CREB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CRHR2,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.64,PIGEAN/EAGGL_weight,,T3 medium,
gene,CRIPTO,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CRP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CRTC1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CRX,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CRY2,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.47,PIGEAN/EAGGL_weight,,T4 low,
gene,CSF2,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.4,PIGEAN/EAGGL_weight,,T4 low,
gene,CST3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CTBP1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.31,PIGEAN/EAGGL_weight,,T4 low,
gene,CTC1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CTLA4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,CTNNB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
