entity_type,entity,entity_id,biotype,relationship,sources,n_sources,evidence_types,best_score,score_type,tissue_celltype,confidence_tier,notes
gene,CD5,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,8.56,PIGEAN/EAGGL_weight,,T3 medium,
gene,CD58,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,4.67,PIGEAN/EAGGL_weight,,T1 very-high,
gene,CD6,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,7.98,PIGEAN/EAGGL_weight,,T1 very-high,
gene,CD69,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.38,PIGEAN/EAGGL_weight,,T2 high,
gene,CD74,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association;measured_activity_change,4.24,PIGEAN/EAGGL_weight,,T4 low,also differentially expressed in MS blood (GXA)
gene,CD79A,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association;measured_activity_change,3.99,PIGEAN/EAGGL_weight,,T4 low,also DE in MS blood (up in lymphocyte)
gene,CD79B,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.51,PIGEAN/EAGGL_weight,,T4 low,
gene,CD80,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.4,PIGEAN/EAGGL_weight,,T3 medium,
gene,CD83,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association;measured_activity_change,4.87,PIGEAN/EAGGL_weight,,T4 low,also differentially expressed in MS blood (GXA)
gene,CD86,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association;measured_activity_change,8.5,PIGEAN/EAGGL_weight,,T2 high,also differentially expressed in MS blood (GXA)
gene,CD8A,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CDH3,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CENPO,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CHST12,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CLDN11,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,CLEC16A,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link,,source_count,,T2 high,
gene,CLEC2D,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.76,PIGEAN/EAGGL_weight,,T4 low,
gene,CMC1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.74,PIGEAN/EAGGL_weight,,T4 low,
gene,CNR1,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,CORO1A,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.43,PIGEAN/EAGGL_weight,,T4 low,
gene,CSF2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CSF2RB,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,CTLA4,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.67,PIGEAN/EAGGL_weight,,T4 low,
gene,CTSH,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,6.38,PIGEAN/EAGGL_weight,,T4 low,
gene,CXCR4,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,6.49,PIGEAN/EAGGL_weight,,T4 low,
gene,CXCR5,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,8.08,PIGEAN/EAGGL_weight,,T2 high,
gene,CYP24A1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.82,PIGEAN/EAGGL_weight,,T2 high,
gene,CYP27B1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,DDAH1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,DIPK1A,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,DKKL1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,DPP4,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.11,PIGEAN/EAGGL_weight,,T4 low,
gene,DYSF,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.88,PIGEAN/EAGGL_weight,,T4 low,
gene,ELMO1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association;measured_activity_change,5.47,PIGEAN/EAGGL_weight,,T2 high,also differentially expressed in MS blood (GXA)
gene,EOMES,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,6.67,PIGEAN/EAGGL_weight,,T4 low,
gene,EPS15L1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ERG,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ESPN,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ETS1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,7.56,PIGEAN/EAGGL_weight,,T2 high,
gene,ETV7,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,EVI5,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.95,PIGEAN/EAGGL_weight,,T2 high,
gene,FAS,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.25,PIGEAN/EAGGL_weight,,T4 low,
gene,FCMR,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.94,PIGEAN/EAGGL_weight,,T4 low,
gene,FCRL1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link;measured_activity_change,,source_count,,T4 low,also differentially expressed in MS blood (GXA)
gene,FCRL3,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.2,PIGEAN/EAGGL_weight,,T3 medium,
gene,FOXP1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.37,PIGEAN/EAGGL_weight,,T2 high,
gene,FOXP3,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,3.84,PIGEAN/EAGGL_weight,,T2 high,
gene,GALC,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,GATA3,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.09,PIGEAN/EAGGL_weight,,T2 high,
gene,GC,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,GFAP,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,GFI1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.97,PIGEAN/EAGGL_weight,,T2 high,
gene,GNG2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,GPR183,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.41,PIGEAN/EAGGL_weight,,T4 low,
gene,GPR26,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.12,PIGEAN/EAGGL_weight,,T4 low,
gene,GPR65,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.77,PIGEAN/EAGGL_weight,,T4 low,
gene,GPSM3,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.13,PIGEAN/EAGGL_weight,,T4 low,
gene,GRAP2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.43,PIGEAN/EAGGL_weight,,T4 low,
gene,GRB2,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.04,PIGEAN/EAGGL_weight,,T2 high,
gene,HHEX,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.11,PIGEAN/EAGGL_weight,,T4 low,
gene,HK1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.72,PIGEAN/EAGGL_weight,,T4 low,
gene,HLA-A,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,9.26,PIGEAN/EAGGL_weight,,T3 medium,
gene,HLA-DMA,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.14,PIGEAN/EAGGL_weight,,T3 medium,
gene,HLA-DMB,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association;measured_activity_change,3.44,PIGEAN/EAGGL_weight,,T4 low,also differentially expressed in MS blood (GXA)
gene,HLA-DOA,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.56,PIGEAN/EAGGL_weight,,T4 low,
gene,HLA-DOB,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.52,PIGEAN/EAGGL_weight,,T4 low,
gene,HLA-DPB1,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,HLA-DQA1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,5.0,PIGEAN/EAGGL_weight,,T2 high,
gene,HLA-DQB1,,protein-coding,associated_with_MS,rdkg;digcfdekg,2,curated_link;statistical_association,8.37,PIGEAN/EAGGL_weight,,T2 high,
gene,HLA-DRA,,protein-coding,associated_with_MS,rdkg;digcfdekg,2,curated_link;statistical_association,4.03,PIGEAN/EAGGL_weight,,T2 high,
gene,HLA-DRB1,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,6.04,PIGEAN/EAGGL_weight,,T1 very-high,
gene,HLA-E,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.25,PIGEAN/EAGGL_weight,,T4 low,
gene,HLA-F,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,HOXA1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ICAM1,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,ICOS,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.93,PIGEAN/EAGGL_weight,,T4 low,
gene,IFI30,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.76,PIGEAN/EAGGL_weight,,T2 high,
gene,IFITM3,,protein-coding,associated_with_MS,spoke-okn,1,curated_link;measured_activity_change,,source_count,,T4 low,also DE in MS blood (up in whole blood)
gene,IFNB1,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link,,source_count,,T2 high,
gene,IFNG,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,4.0,PIGEAN/EAGGL_weight,,T1 very-high,
gene,IFNGR1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.86,PIGEAN/EAGGL_weight,,T4 low,
gene,IFNGR2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link;measured_activity_change,,source_count,,T4 low,also differentially expressed in MS blood (GXA)
gene,IKZF1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.55,PIGEAN/EAGGL_weight,,T4 low,
gene,IKZF3,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,9.76,PIGEAN/EAGGL_weight,,T2 high,
gene,IL10,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link,,source_count,,T2 high,
gene,IL12A,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,4.75,PIGEAN/EAGGL_weight,,T1 very-high,
gene,IL12B,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.97,PIGEAN/EAGGL_weight,,T4 low,
gene,IL17A,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link,,source_count,,T2 high,
gene,IL1A,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IL1B,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link;measured_activity_change,,source_count,,T2 high,also differentially expressed in MS blood (GXA)
gene,IL1RN,,protein-coding,associated_with_MS,rdkg,1,curated_link;measured_activity_change,,source_count,,T4 low,also DE in MS blood (down in lymphocyte)
gene,IL2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IL2RA,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,8.47,PIGEAN/EAGGL_weight,,T1 very-high,
gene,IL2RB,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.97,PIGEAN/EAGGL_weight,,T4 low,
gene,IL2RG,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.8,PIGEAN/EAGGL_weight,,T4 low,
gene,IL4,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IL4R,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.1,PIGEAN/EAGGL_weight,,T4 low,
gene,IL6,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IL7,,protein-coding,associated_with_MS,rdkg;digcfdekg,2,curated_link;statistical_association,3.73,PIGEAN/EAGGL_weight,,T2 high,
gene,IL7R,,protein-coding,associated_with_MS,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,10.0,PIGEAN/EAGGL_weight,,T1 very-high,
gene,INAVA,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IQCB1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,IQGAP1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.05,PIGEAN/EAGGL_weight,,T2 high,
gene,IRF1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.42,PIGEAN/EAGGL_weight,,T4 low,
gene,IRF4,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.32,PIGEAN/EAGGL_weight,,T3 medium,
gene,IRF5,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.12,PIGEAN/EAGGL_weight,,T4 low,
gene,IRF8,,protein-coding,associated_with_MS,rdkg;digcfdekg,2,curated_link;statistical_association,7.38,PIGEAN/EAGGL_weight,,T2 high,
gene,ITGA4,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.03,PIGEAN/EAGGL_weight,,T4 low,
gene,ITGAL,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.16,PIGEAN/EAGGL_weight,,T4 low,
gene,ITGAM,,protein-coding,associated_with_MS,spoke-okn,1,curated_link;measured_activity_change,,source_count,,T4 low,also differentially expressed in MS blood (GXA)
gene,ITGB2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.5,PIGEAN/EAGGL_weight,,T4 low,
gene,ITK,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,6.39,PIGEAN/EAGGL_weight,,T4 low,
gene,JADE2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,JAK1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.25,PIGEAN/EAGGL_weight,,T2 high,
gene,JAK2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.21,PIGEAN/EAGGL_weight,,T4 low,
gene,JARID2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.66,PIGEAN/EAGGL_weight,,T4 low,
gene,JAZF1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,KCNJ10,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,KCNRG,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.37,PIGEAN/EAGGL_weight,,T4 low,
gene,KIF1B,,protein-coding,associated_with_MS,spoke-okn;rdkg,2,curated_link,,source_count,,T2 high,
gene,L3MBTL3,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.47,PIGEAN/EAGGL_weight,,T4 low,
gene,LBH,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.01,PIGEAN/EAGGL_weight,,T2 high,
gene,LCK,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.75,PIGEAN/EAGGL_weight,,T4 low,
gene,LCP2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.35,PIGEAN/EAGGL_weight,,T4 low,
gene,LEF1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.83,PIGEAN/EAGGL_weight,,T2 high,
gene,LIMK2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,LOC100506422,,non-coding,associated_with_MS,digcfdekg,1,statistical_association,3.63,PIGEAN/EAGGL_weight,,T4 low,
gene,LPP,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,LRRIQ4,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,LTA,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.55,PIGEAN/EAGGL_weight,,T4 low,
gene,LY9,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,6.21,PIGEAN/EAGGL_weight,,T4 low,
gene,LYN,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.86,PIGEAN/EAGGL_weight,,T4 low,
gene,MAF,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.0,PIGEAN/EAGGL_weight,,T4 low,
gene,MALT1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.22,PIGEAN/EAGGL_weight,,T2 high,
gene,MAP3K14,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.85,PIGEAN/EAGGL_weight,,T4 low,
gene,MAPK1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,6.24,PIGEAN/EAGGL_weight,,T2 high,
gene,MARCHF1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MBP,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MCAM,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,MERTK,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association;measured_activity_change,4.12,PIGEAN/EAGGL_weight,,T2 high,also DE in MS blood (up in whole blood)
gene,METTL1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MLANA,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MMEL1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MOG,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MPV17L2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MS4A1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association;measured_activity_change,3.68,PIGEAN/EAGGL_weight,,T4 low,also DE in MS blood (up in lymphocyte)
gene,MTHFR,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MYB,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.69,PIGEAN/EAGGL_weight,,T3 medium,
gene,MYBPC3,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,MYC,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,5.42,PIGEAN/EAGGL_weight,,T4 low,
gene,NCF4,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.46,PIGEAN/EAGGL_weight,,T2 high,
gene,NCKAP1L,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.25,PIGEAN/EAGGL_weight,,T4 low,
gene,NCOA5,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,NDFIP1,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,5.21,PIGEAN/EAGGL_weight,,T2 high,
gene,NECTIN2,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,NEDD4L,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.59,PIGEAN/EAGGL_weight,,T4 low,
gene,NEFL,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,NFKB1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,7.2,PIGEAN/EAGGL_weight,,T3 medium,
gene,NFKB2,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.6,PIGEAN/EAGGL_weight,,T4 low,
gene,NFKBIA,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.74,PIGEAN/EAGGL_weight,,T4 low,
gene,NFKBIZ,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,4.56,PIGEAN/EAGGL_weight,,T4 low,
gene,NLRC5,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.08,PIGEAN/EAGGL_weight,,T2 high,
gene,NLRP3,,protein-coding,associated_with_MS,rdkg,1,curated_link;measured_activity_change,,source_count,,T4 low,also differentially expressed in MS blood (GXA)
gene,NR1D1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,OR14J1,,protein-coding,associated_with_MS,digcfdekg,1,statistical_association,3.5,PIGEAN/EAGGL_weight,,T4 low,
gene,OS9,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,P2RX7,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,PDCD1,,protein-coding,associated_with_MS,rdkg,1,curated_link,,source_count,,T4 low,
gene,PHACTR2,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,PHGDH,,protein-coding,associated_with_MS,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.03,PIGEAN/EAGGL_weight,,T2 high,
gene,PHLDB1,,protein-coding,associated_with_MS,spoke-okn,1,curated_link,,source_count,,T4 low,
